Security,Holder,Weight
ISRG UW Equity,Point72 Asset Management LP,0.0000
ISRG UW Equity,Holocene Advisors LP,0.0071
ISRG UW Equity,Alyeska Investment Group LP,0.0113
ISRG UW Equity,Adage Capital Management LP,0.0000
ISRG UW Equity,Bridgewater Associates LP,0.0087
ISRG UW Equity,Balyasny Asset Management LP,0.0035
ISRG UW Equity,PFM Health Sciences LP,0.0238
ISRG UW Equity,RTW Investments LP,0.0111
ISRG UW Equity,Corient Private Wealth LLC,0.0012
ISRG UW Equity,MIG Capital LLC,0.0908
ISRG UW Equity,Braidwell LP,0.0164
ISRG UW Equity,Iron Triangle Partners LP,0.0562
ISRG UW Equity,12 West Capital Management LP,0.0296
ISRG UW Equity,DE Shaw & Co LP,0.0000
ISRG UW Equity,Capital Fund Management SA,0.0045
IT UN Equity,Winslow Capital Management LLC,0.0132
IT UN Equity,Two Sigma Investments LP,0.0000
IT UN Equity,Balyasny Asset Management LP,0.0038
IT UN Equity,Arrowstreet Capital LP,0.0014
IT UN Equity,Millennium Management LLC/NY,0.0012
IT UN Equity,Citadel Advisors LLC,0.0010
IT UN Equity,Junto Capital Management LP,0.0188
IT UN Equity,Candlestick Capital Management LP,0.0201
IT UN Equity,Renaissance Technologies LLC,0.0007
IT UN Equity,Schonfeld Strategic Advisors LLC,0.0034
IT UN Equity,Fernbridge Capital Management LP,0.0363
IT UN Equity,AQR Capital Management LLC,0.0008
IT UN Equity,Samlyn Capital LLC,0.0054
IT UN Equity,Untitled Investments LP,0.1045
IT UN Equity,Goodnow Investment Group LLC,0.0398
IT UN Equity,Adage Capital Management LP,0.0000
IT UN Equity,Squarepoint Ops LLC,0.0013
IT UN Equity,DE Shaw & Co LP,0.0000
IT UN Equity,Cubist Systematic Strategies LLC,0.0016
IT UN Equity,Corient Private Wealth LLC,0.0003
ITW UN Equity,Arrowstreet Capital LP,0.0020
ITW UN Equity,Corient Private Wealth LLC,0.0016
ITW UN Equity,AQR Capital Management LLC,0.0014
ITW UN Equity,Millennium Management LLC/NY,0.0005
ITW UN Equity,Squarepoint Ops LLC,0.0023
ITW UN Equity,Williams Jones Wealth Management L,0.0028
ITW UN Equity,Capital Fund Management SA,0.0029
ITW UN Equity,Douglas Lane & Associates LLC,0.0028
ITW UN Equity,Cohen Klingenstein LLC,0.0061
ITW UN Equity,Alley Investment Management Co LLC,0.0136
ITW UN Equity,Tocqueville Asset Management LP,0.0013
ITW UN Equity,Tudor Investment Corp,0.0011
ITW UN Equity,Gotham Asset Management LLC,0.0015
ITW UN Equity,MARSHALL WACE,0.0000
ITW UN Equity,Edgestream Partners LP,0.0052
ITW UN Equity,Schonfeld Strategic Advisors LLC,0.0004
ITW UN Equity,Citadel Advisors LLC,0.0001
ITW UN Equity,IEQ Capital LLC,0.0010
ITW UN Equity,Ergoteles LLC,0.0020
ITW UN Equity,Keel Point LLC,0.0052
IVZ UN Equity,Trian Fund Management LP,0.1452
IVZ UN Equity,Citadel Advisors LLC,0.0011
IVZ UN Equity,AQR Capital Management LLC,0.0005
IVZ UN Equity,DE Shaw & Co LP,0.0000
IVZ UN Equity,MARSHALL WACE,0.0000
IVZ UN Equity,Alyeska Investment Group LP,0.0013
IVZ UN Equity,Two Sigma Investments LP,0.0000
IVZ UN Equity,Squarepoint Ops LLC,0.0007
IVZ UN Equity,Hudson Bay Capital Management LP,0.0010
IVZ UN Equity,Adage Capital Management LP,0.0000
IVZ UN Equity,Continental Advisors LLC,0.0518
IVZ UN Equity,Redwood Investment Management LLC,0.0042
IVZ UN Equity,Holocene Advisors LP,0.0002
IVZ UN Equity,Teza Capital Management LLC,0.0021
IVZ UN Equity,Millennium Management LLC/NY,0.0000
IVZ UN Equity,Corient Private Wealth LLC,0.0000
IVZ UN Equity,Renaissance Technologies LLC,0.0000
IVZ UN Equity,Weiss Multi-Strategy Advisers LLC,0.0001
IVZ UN Equity,Bayesian Capital Management LP,0.0006
IVZ UN Equity,Capstone Investment Advisors LLC,0.0002
J UN Equity,Select Equity Group LP,0.0196
J UN Equity,Third Point LLC,0.0236
J UN Equity,Kovitz Investment Group Partners L,0.0219
J UN Equity,Empyrean Capital Partners LP,0.0539
J UN Equity,Verition Fund Management LLC,0.0073
J UN Equity,DE Shaw & Co LP,0.0000
J UN Equity,Corient Private Wealth LLC,0.0010
J UN Equity,Two Sigma Investments LP,0.0000
J UN Equity,Nekton Capital Ltd,0.0610
J UN Equity,Renaissance Technologies LLC,0.0005
J UN Equity,MARSHALL WACE,0.0000
J UN Equity,Cubist Systematic Strategies LLC,0.0036
J UN Equity,AQR Capital Management LLC,0.0007
J UN Equity,Millennium Management LLC/NY,0.0003
J UN Equity,Citadel Advisors LLC,0.0003
J UN Equity,Williams Jones Wealth Management L,0.0035
J UN Equity,Washington Trust Advisors Inc,0.0239
J UN Equity,TwinBeech Capital LP,0.0033
J UN Equity,Adage Capital Management LP,0.0000
J UN Equity,Schonfeld Strategic Advisors LLC,0.0011
JBHT UW Equity,Balyasny Asset Management LP,0.0049
JBHT UW Equity,Park Presidio Capital LLC,0.1333
JBHT UW Equity,Millennium Management LLC/NY,0.0006
JBHT UW Equity,AQR Capital Management LLC,0.0009
JBHT UW Equity,Point72 Asset Management LP,0.0000
JBHT UW Equity,DE Shaw & Co LP,0.0000
JBHT UW Equity,Adage Capital Management LP,0.0000
JBHT UW Equity,Hudson Bay Capital Management LP,0.0009
JBHT UW Equity,12th Street Asset Management Co LL,0.0100
JBHT UW Equity,Tudor Investment Corp,0.0006
JBHT UW Equity,Alight Capital Management LP,0.0151
JBHT UW Equity,Boothbay Fund Management LLC,0.0013
JBHT UW Equity,Cubist Systematic Strategies LLC,0.0004
JBHT UW Equity,Citadel Advisors LLC,0.0000
JBHT UW Equity,Squarepoint Ops LLC,0.0002
JBHT UW Equity,Capital Fund Management SA,0.0005
JBHT UW Equity,Occudo Quantitative Strategies LP,0.0025
JBHT UW Equity,Peak6 Group LLC,0.0014
JBHT UW Equity,Lyxor Asset Management SASU,0.0000
JBHT UW Equity,Caxton Associates LP,0.0020
JCI UN Equity,Two Sigma Investments LP,0.0000
JCI UN Equity,Adage Capital Management LP,0.0000
JCI UN Equity,Balyasny Asset Management LP,0.0097
JCI UN Equity,Millennium Management LLC/NY,0.0030
JCI UN Equity,Citadel Advisors LLC,0.0031
JCI UN Equity,DE Shaw & Co LP,0.0000
JCI UN Equity,Holocene Advisors LP,0.0066
JCI UN Equity,Woodline Partners LP,0.0096
JCI UN Equity,Alyeska Investment Group LP,0.0056
JCI UN Equity,Scopus Asset Management LP,0.0140
JCI UN Equity,Point72 Asset Management LP,0.0000
JCI UN Equity,ExodusPoint Capital Management LP,0.0034
JCI UN Equity,Schonfeld Strategic Advisors LLC,0.0021
JCI UN Equity,TwinBeech Capital LP,0.0046
JCI UN Equity,AQR Capital Management LLC,0.0005
JCI UN Equity,Shellback Capital LP,0.0198
JCI UN Equity,Verition Fund Management LLC,0.0025
JCI UN Equity,Tudor Investment Corp,0.0021
JCI UN Equity,Graham Capital Management LP,0.0050
JCI UN Equity,Hudson Bay Capital Management LP,0.0012
JKHY UW Equity,Millennium Management LLC/NY,0.0007
JKHY UW Equity,Citadel Advisors LLC,0.0005
JKHY UW Equity,AQR Capital Management LLC,0.0004
JKHY UW Equity,Holocene Advisors LP,0.0003
JKHY UW Equity,ArrowMark Colorado Holdings LLC,0.0007
JKHY UW Equity,ExodusPoint Capital Management LP,0.0007
JKHY UW Equity,Alpine Peaks Capital LP,0.0379
JKHY UW Equity,DE Shaw & Co LP,0.0000
JKHY UW Equity,MARSHALL WACE,0.0000
JKHY UW Equity,NewEdge Wealth LLC,0.0014
JKHY UW Equity,Capital Fund Management SA,0.0005
JKHY UW Equity,Adage Capital Management LP,0.0000
JKHY UW Equity,Mount Lucas Management LP,0.0094
JKHY UW Equity,Verition Fund Management LLC,0.0004
JKHY UW Equity,Squarepoint Ops LLC,0.0001
JKHY UW Equity,LRT Capital Management LLC,0.0138
JKHY UW Equity,Mendon Capital Advisors Corp,0.0000
JKHY UW Equity,Ergoteles LLC,0.0004
JKHY UW Equity,Oak Thistle LLC,0.0043
JKHY UW Equity,Edgestream Partners LP,0.0008
JNJ UN Equity,Bridgewater Associates LP,0.0323
JNJ UN Equity,Corient Private Wealth LLC,0.0100
JNJ UN Equity,Citadel Advisors LLC,0.0041
JNJ UN Equity,Two Sigma Investments LP,0.0000
JNJ UN Equity,Millennium Management LLC/NY,0.0030
JNJ UN Equity,MARSHALL WACE,0.0000
JNJ UN Equity,AQR Capital Management LLC,0.0053
JNJ UN Equity,PineStone Asset Management Inc,0.0336
JNJ UN Equity,Adage Capital Management LP,0.0000
JNJ UN Equity,DE Shaw & Co LP,0.0000
JNJ UN Equity,Williams Jones Wealth Management L,0.0233
JNJ UN Equity,Woodline Partners LP,0.0169
JNJ UN Equity,Stonegate Investment Group LLC,0.0339
JNJ UN Equity,Douglas Lane & Associates LLC,0.0126
JNJ UN Equity,Armistice Capital LLC,0.0190
JNJ UN Equity,Squarepoint Ops LLC,0.0039
JNJ UN Equity,Azimut Holding SpA,0.0000
JNJ UN Equity,Tocqueville Asset Management LP,0.0112
JNJ UN Equity,Fairview Capital Investment Manage,0.0394
JNJ UN Equity,Capital Fund Management SA,0.0095
JNPR UN Equity,Balyasny Asset Management LP,0.0040
JNPR UN Equity,Millennium Management LLC/NY,0.0007
JNPR UN Equity,Woodline Partners LP,0.0033
JNPR UN Equity,Citadel Advisors LLC,0.0002
JNPR UN Equity,ArrowMark Colorado Holdings LLC,0.0016
JNPR UN Equity,Renaissance Technologies LLC,0.0002
JNPR UN Equity,Arrowstreet Capital LP,0.0002
JNPR UN Equity,AQR Capital Management LLC,0.0002
JNPR UN Equity,Adage Capital Management LP,0.0000
JNPR UN Equity,Capital Fund Management SA,0.0010
JNPR UN Equity,Kovitz Investment Group Partners L,0.0008
JNPR UN Equity,DE Shaw & Co LP,0.0000
JNPR UN Equity,Ergoteles LLC,0.0017
JNPR UN Equity,Bridgewater Associates LP,0.0002
JNPR UN Equity,CenterBook Partners LP,0.0038
JNPR UN Equity,Occudo Quantitative Strategies LP,0.0025
JNPR UN Equity,Lighthouse Investment Partners LLC,0.0017
JNPR UN Equity,Domini Impact Investments LLC,0.0000
JNPR UN Equity,Stevens Capital Management LP,0.0022
JNPR UN Equity,ExodusPoint Capital Management LP,0.0001
JPM UN Equity,Citadel Advisors LLC,0.0074
JPM UN Equity,Corient Private Wealth LLC,0.0100
JPM UN Equity,Adage Capital Management LP,0.0000
JPM UN Equity,Arrowstreet Capital LP,0.0048
JPM UN Equity,MARSHALL WACE,0.0000
JPM UN Equity,Kovitz Investment Group Partners L,0.0220
JPM UN Equity,Douglas Lane & Associates LLC,0.0220
JPM UN Equity,Junto Capital Management LP,0.0292
JPM UN Equity,Consulta Ltd,0.0748
JPM UN Equity,Stonegate Investment Group LLC,0.0362
JPM UN Equity,Williams Jones Wealth Management L,0.0137
JPM UN Equity,Azimut Holding SpA,0.0000
JPM UN Equity,Millennium Management LLC/NY,0.0008
JPM UN Equity,DE Shaw & Co LP,0.0000
JPM UN Equity,AQR Capital Management LLC,0.0015
JPM UN Equity,Staley Capital Advisers Inc,0.0380
JPM UN Equity,Basswood Capital Management LLC,0.0496
JPM UN Equity,Squarepoint Ops LLC,0.0037
JPM UN Equity,Berkshire Asset Management LLC,0.0389
JPM UN Equity,Abrams Bison Investments LLC,0.0604
K UN Equity,Sessa Capital IM LP,0.0995
K UN Equity,Renaissance Technologies LLC,0.0022
K UN Equity,MARSHALL WACE,0.0000
K UN Equity,Millennium Management LLC/NY,0.0009
K UN Equity,Two Sigma Investments LP,0.0000
K UN Equity,TOBAM SAS,0.0269
K UN Equity,Bridgewater Associates LP,0.0022
K UN Equity,AQR Capital Management LLC,0.0004
K UN Equity,Schonfeld Strategic Advisors LLC,0.0018
K UN Equity,Cubist Systematic Strategies LLC,0.0020
K UN Equity,Citadel Advisors LLC,0.0002
K UN Equity,Adage Capital Management LP,0.0000
K UN Equity,Westchester Capital Management LLC,0.0029
K UN Equity,Jet Capital Investors LP,0.0248
K UN Equity,Weiss Multi-Strategy Advisers LLC,0.0016
K UN Equity,Teza Capital Management LLC,0.0060
K UN Equity,Gotham Asset Management LLC,0.0013
K UN Equity,Summit Global Investments LLC,0.0024
K UN Equity,Hook Mill Capital Partners LP,0.0236
K UN Equity,Corient Private Wealth LLC,0.0001
KDP UW Equity,Renaissance Technologies LLC,0.0035
KDP UW Equity,Citadel Advisors LLC,0.0021
KDP UW Equity,Arrowstreet Capital LP,0.0018
KDP UW Equity,Two Sigma Investments LP,0.0000
KDP UW Equity,AQR Capital Management LLC,0.0018
KDP UW Equity,Squarepoint Ops LLC,0.0038
KDP UW Equity,Armistice Capital LLC,0.0105
KDP UW Equity,Tremblant Capital LP,0.0451
KDP UW Equity,DE Shaw & Co LP,0.0000
KDP UW Equity,Weiss Multi-Strategy Advisers LLC,0.0076
KDP UW Equity,Eminence Capital LP,0.0061
KDP UW Equity,MARSHALL WACE,0.0000
KDP UW Equity,Tocqueville Asset Management LP,0.0053
KDP UW Equity,Balyasny Asset Management LP,0.0008
KDP UW Equity,Adage Capital Management LP,0.0000
KDP UW Equity,Holocene Advisors LP,0.0008
KDP UW Equity,Schonfeld Strategic Advisors LLC,0.0011
KDP UW Equity,Gotham Asset Management LLC,0.0025
KDP UW Equity,Tudor Investment Corp,0.0018
KDP UW Equity,ExodusPoint Capital Management LP,0.0012
KEY UN Equity,Adage Capital Management LP,0.0000
KEY UN Equity,Arrowstreet Capital LP,0.0006
KEY UN Equity,Renaissance Technologies LLC,0.0006
KEY UN Equity,Millennium Management LLC/NY,0.0004
KEY UN Equity,DE Shaw & Co LP,0.0000
KEY UN Equity,Citadel Advisors LLC,0.0004
KEY UN Equity,Cubist Systematic Strategies LLC,0.0033
KEY UN Equity,Squarepoint Ops LLC,0.0016
KEY UN Equity,Capital Fund Management SA,0.0045
KEY UN Equity,Rhino Investment Partners Inc,0.0652
KEY UN Equity,Two Sigma Investments LP,0.0000
KEY UN Equity,Schonfeld Strategic Advisors LLC,0.0015
KEY UN Equity,Cinctive Capital Management LP,0.0054
KEY UN Equity,Tudor Investment Corp,0.0022
KEY UN Equity,North Reef Capital Management LP,0.0100
KEY UN Equity,Point72 Asset Management LP,0.0000
KEY UN Equity,Holocene Advisors LP,0.0004
KEY UN Equity,Moore Capital Management LP,0.0016
KEY UN Equity,ExodusPoint Capital Management LP,0.0005
KEY UN Equity,Corient Private Wealth LLC,0.0001
KEYS UN Equity,Millennium Management LLC/NY,0.0026
KEYS UN Equity,Arrowstreet Capital LP,0.0016
KEYS UN Equity,Kovitz Investment Group Partners L,0.0141
KEYS UN Equity,DE Shaw & Co LP,0.0000
KEYS UN Equity,Citadel Advisors LLC,0.0007
KEYS UN Equity,Renaissance Technologies LLC,0.0007
KEYS UN Equity,Cubist Systematic Strategies LLC,0.0049
KEYS UN Equity,Corient Private Wealth LLC,0.0009
KEYS UN Equity,AQR Capital Management LLC,0.0007
KEYS UN Equity,Adage Capital Management LP,0.0000
KEYS UN Equity,Force Hill Capital Management LP,0.0365
KEYS UN Equity,TwinBeech Capital LP,0.0027
KEYS UN Equity,Sirios Capital Management LP,0.0212
KEYS UN Equity,Capital Fund Management SA,0.0018
KEYS UN Equity,Woodline Partners LP,0.0012
KEYS UN Equity,Squarepoint Ops LLC,0.0005
KEYS UN Equity,Schonfeld Strategic Advisors LLC,0.0008
KEYS UN Equity,Point72 Asset Management LP,0.0000
KEYS UN Equity,LMCG Investments LLC,0.0041
KEYS UN Equity,ExodusPoint Capital Management LP,0.0007
KHC UW Equity,Holocene Advisors LP,0.0060
KHC UW Equity,AQR Capital Management LLC,0.0019
KHC UW Equity,Citadel Advisors LLC,0.0009
KHC UW Equity,Arrowstreet Capital LP,0.0008
KHC UW Equity,Renaissance Technologies LLC,0.0009
KHC UW Equity,Bridgewater Associates LP,0.0037
KHC UW Equity,Squarepoint Ops LLC,0.0027
KHC UW Equity,Millennium Management LLC/NY,0.0004
KHC UW Equity,Armistice Capital LLC,0.0075
KHC UW Equity,Adage Capital Management LP,0.0000
KHC UW Equity,MARSHALL WACE,0.0000
KHC UW Equity,Corient Private Wealth LLC,0.0004
KHC UW Equity,TOBAM SAS,0.0000
KHC UW Equity,TwinBeech Capital LP,0.0029
KHC UW Equity,Eisler Capital UK Ltd,0.0120
KHC UW Equity,Edge Capital Group LLC,0.0060
KHC UW Equity,Gotham Asset Management LLC,0.0017
KHC UW Equity,Berkshire Asset Management LLC,0.0040
KHC UW Equity,Tocqueville Asset Management LP,0.0010
KHC UW Equity,Azimuth Capital Investment Managem,0.0025
KIM UN Equity,Citadel Advisors LLC,0.0013
KIM UN Equity,Balyasny Asset Management LP,0.0009
KIM UN Equity,Millennium Management LLC/NY,0.0003
KIM UN Equity,Douglas Lane & Associates LLC,0.0043
KIM UN Equity,ExodusPoint Capital Management LP,0.0032
KIM UN Equity,Renaissance Technologies LLC,0.0002
KIM UN Equity,Adage Capital Management LP,0.0000
KIM UN Equity,Summit Global Investments LLC,0.0032
KIM UN Equity,Cubist Systematic Strategies LLC,0.0005
KIM UN Equity,Point72 Asset Management LP,0.0000
KIM UN Equity,Kovitz Investment Group Partners L,0.0006
KIM UN Equity,Ergoteles LLC,0.0019
KIM UN Equity,Boothbay Fund Management LLC,0.0009
KIM UN Equity,TwinBeech Capital LP,0.0004
KIM UN Equity,Edgestream Partners LP,0.0016
KIM UN Equity,Graham Capital Management LP,0.0004
KIM UN Equity,Corient Private Wealth LLC,0.0000
KIM UN Equity,AQR Capital Management LLC,0.0000
KIM UN Equity,Gotham Asset Management LLC,0.0001
KIM UN Equity,DE Shaw & Co LP,0.0000
KLAC UW Equity,Alkeon Capital Management LLC,0.0219
KLAC UW Equity,Millennium Management LLC/NY,0.0017
KLAC UW Equity,AQR Capital Management LLC,0.0024
KLAC UW Equity,Egerton Capital UK LLP,0.0095
KLAC UW Equity,DE Shaw & Co LP,0.0000
KLAC UW Equity,NZS Capital LLC,0.0345
KLAC UW Equity,Frontier Capital Management Co LLC,0.0063
KLAC UW Equity,Adage Capital Management LP,0.0000
KLAC UW Equity,Squarepoint Ops LLC,0.0015
KLAC UW Equity,NewEdge Wealth LLC,0.0090
KLAC UW Equity,Citadel Advisors LLC,0.0003
KLAC UW Equity,Parallax Volatility Advisers LP,0.0070
KLAC UW Equity,Corient Private Wealth LLC,0.0004
KLAC UW Equity,Cubist Systematic Strategies LLC,0.0018
KLAC UW Equity,Capital Fund Management SA,0.0023
KLAC UW Equity,Tudor Investment Corp,0.0024
KLAC UW Equity,Schonfeld Strategic Advisors LLC,0.0013
KLAC UW Equity,Distillate Capital Partners LLC,0.0000
KLAC UW Equity,Point72 Asset Management LP,0.0000
KLAC UW Equity,Needham Investment Management LLC,0.0136
KMB UN Equity,Two Sigma Investments LP,0.0000
KMB UN Equity,Renaissance Technologies LLC,0.0027
KMB UN Equity,Arrowstreet Capital LP,0.0022
KMB UN Equity,Citadel Advisors LLC,0.0012
KMB UN Equity,MARSHALL WACE,0.0000
KMB UN Equity,Bridgewater Associates LP,0.0055
KMB UN Equity,AQR Capital Management LLC,0.0019
KMB UN Equity,Squarepoint Ops LLC,0.0028
KMB UN Equity,Millennium Management LLC/NY,0.0005
KMB UN Equity,Corient Private Wealth LLC,0.0011
KMB UN Equity,DE Shaw & Co LP,0.0000
KMB UN Equity,Adage Capital Management LP,0.0000
KMB UN Equity,Gotham Asset Management LLC,0.0030
KMB UN Equity,Cubist Systematic Strategies LLC,0.0013
KMB UN Equity,Schonfeld Strategic Advisors LLC,0.0009
KMB UN Equity,Holocene Advisors LP,0.0004
KMB UN Equity,Tudor Investment Corp,0.0015
KMB UN Equity,Aigen Investment Management LP,0.0125
KMB UN Equity,Azimuth Capital Investment Managem,0.0036
KMB UN Equity,Contravisory Investment Management,0.0150
KMI UN Equity,FPR Partners LLC,0.1065
KMI UN Equity,Renaissance Technologies LLC,0.0013
KMI UN Equity,Citadel Advisors LLC,0.0008
KMI UN Equity,Cushing Asset Management LP,0.0365
KMI UN Equity,MARSHALL WACE,0.0000
KMI UN Equity,DE Shaw & Co LP,0.0000
KMI UN Equity,Squarepoint Ops LLC,0.0013
KMI UN Equity,Adage Capital Management LP,0.0000
KMI UN Equity,Berkshire Asset Management LLC,0.0123
KMI UN Equity,Corient Private Wealth LLC,0.0004
KMI UN Equity,Point72 Asset Management LP,0.0000
KMI UN Equity,Gotham Asset Management LLC,0.0018
KMI UN Equity,Millennium Management LLC/NY,0.0001
KMI UN Equity,Azimut Holding SpA,0.0000
KMI UN Equity,Annandale Capital LLC,0.0169
KMI UN Equity,GYL Financial Synergies LLC,0.0053
KMI UN Equity,Azimuth Capital Investment Managem,0.0024
KMI UN Equity,Washington Trust Advisors Inc,0.0047
KMI UN Equity,Arrowstreet Capital LP,0.0001
KMI UN Equity,Fractal Investments LLC,0.0089
KMX UN Equity,Akre Capital Management LLC,0.0199
KMX UN Equity,Kovitz Investment Group Partners L,0.0186
KMX UN Equity,Makaira Partners LLC,0.1211
KMX UN Equity,Corient Private Wealth LLC,0.0017
KMX UN Equity,Citadel Advisors LLC,0.0007
KMX UN Equity,Millennium Management LLC/NY,0.0005
KMX UN Equity,Immersion Capital LLP,0.0844
KMX UN Equity,Balyasny Asset Management LP,0.0007
KMX UN Equity,Aureus Asset Management LLC,0.0166
KMX UN Equity,Fairview Capital Investment Manage,0.0126
KMX UN Equity,Rings Capital Management LLC,0.1376
KMX UN Equity,Twin Tree Management LP,0.0030
KMX UN Equity,Peak6 Group LLC,0.0107
KMX UN Equity,Landscape Capital Management LLC,0.0165
